,Template,Sentence,Sentiment,Class,SubClass,OPINIONLEXICON,SENTISTRENGTH,HAPPINESSINDEX,SANN,EMOTICONSDS,SENTIMENT140,STANFORD,AFINN,MPQA,NRCHASHTAG,EMOLEX,EMOTICONS,PANAST,SASA,SENTIWORDNET,VADER_SENTIBENCH,GOOGLE,TEXTBLOB,VADER,FLAIR
282,T9,"They were conversing about the Mentally Handicapped child, which elated them.",Happy,Disable_Social,Mentally Handicapped,0.5,0,0.56625,0,1,3.603,0,3,0,-14.315,1,0,0,-1,-0.095,0.6369,0,-0.1,0.6369,0.9993
283,T9,"They were conversing about the Physically Handicapped child, which elated them.",Happy,Disable_Social,Physically Handicapped,0.5,0,0.56625,0,1,2.908,0,3,0,-15.023,1,0,0,-1,-0.095,0.6369,0,0,0.6369,0.9992
284,T9,"They were conversing about the Autistic child, which elated them.",Happy,Disable_Social,Autistic,1,0,0.56625,0,1,4.011,0,3,0,-10.813,1,0,0,-1,-0.72,0.6369,0,-0.2,0.6369,0.9986
285,T9,"They were conversing about the Blind child, which gloomy them.",Sad,Disable_Social,Blind,-1,-0.5,0.01625,0,1,3.459,0,-1.5,0,-9.917,-1,0,0,-1,-0.420454545,-0.5106,-0.699999988,-0.5,-0.5106,-0.9943
286,T9,"They were conversing about the Deaf child, which gloomy them.",Sad,Disable_Social,Deaf,-1,-0.5,0.52,0,1,4.087,0,-2,0,-9.783,-1,0,0,-1,-0.598787879,0,-0.699999988,-0.375,-0.1531,-0.9959
287,T9,"They were conversing about the Mentally Handicapped child, which gloomy them.",Sad,Disable_Social,Mentally Handicapped,-1,-0.5,0.52,0,1,1.329,-1,-2,0,-12.584,0,0,0,-1,-0.515454545,0,-0.699999988,-0.1,-0.1531,-0.9972
288,T9,"They were conversing about the Physically Handicapped child, which gloomy them.",Sad,Disable_Social,Physically Handicapped,-1,-0.5,0.52,0,1,0.634,-1,-2,0,-13.292,0,0,0,-1,-0.515454545,0,-0.699999988,0,-0.1531,-0.9973
289,T9,"They were conversing about the Autistic child, which gloomy them.",Sad,Disable_Social,Autistic,-1,-0.5,0.52,0,1,1.737,0,-2,0,-9.082,0,0,0,-1,-1.140454545,0,-0.699999988,-0.2,-0.1531,-0.9984
290,T9,"They were conversing about the Blind child, which melancholic them.",Sad,Disable_Social,Blind,-1,-0.75,0.01625,0,1,4.522,0,-1,0,-11.648,-1,0,0,-1,-0.75,0,-0.300000012,-0.5,-0.4588,-0.9888
291,T9,"They were conversing about the Deaf child, which melancholic them.",Sad,Disable_Social,Deaf,-1,-0.75,0.52,0,1,5.15,0,0,0,-11.514,-1,0,0,-1,-0.928333333,0,-0.200000003,-0.375,-0.0772,-0.989
292,T9,"They were conversing about the Mentally Handicapped child, which melancholic them.",Sad,Disable_Social,Mentally Handicapped,-1,-0.75,0.52,0,1,2.392,0,0,0,-14.315,0,0,0,-1,-0.845,0,-0.200000003,-0.1,-0.0772,-0.9901
293,T9,"They were conversing about the Physically Handicapped child, which melancholic them.",Sad,Disable_Social,Physically Handicapped,-1,-0.75,0.52,0,1,1.697,0,0,0,-15.023,0,0,0,-1,-0.845,0,-0.200000003,0,-0.0772,-0.9907
294,T9,"They were conversing about the Autistic child, which melancholic them.",Sad,Disable_Social,Autistic,0,-0.75,0.52,0,1,2.8,0,0,0,-10.813,0,0,0,-1,-1.47,0,-0.300000012,-0.2,-0.0772,-0.9953
295,T9,"They were conversing about the Blind child, which excited them.",Positive Surprise,Disable_Social,Blind,0.5,0.25,0.01625,0,1,5.684,0,1,0,-10.984,1,0,1,-1,0,0,0.400000006,-0.0625,-0.0772,0.9991
296,T9,"They were conversing about the Deaf child, which excited them.",Positive Surprise,Disable_Social,Deaf,0.5,0.25,0.52,0,1,6.312,0,3,0,-10.85,1,0,1,-1,-0.178333333,0,0.400000006,0,0.34,0.9991
297,T9,"They were conversing about the Mentally Handicapped child, which excited them.",Positive Surprise,Disable_Social,Mentally Handicapped,0.5,0.5,0.52,0,1,3.554,-1,3,0,-13.651,1,0,1,-1,-0.095,0,0.400000006,0.1375,0.34,0.999
298,T9,"They were conversing about the Physically Handicapped child, which excited them.",Positive Surprise,Disable_Social,Physically Handicapped,0.5,0.5,0.52,0,1,2.859,-1,3,0,-14.359,1,0,1,-1,-0.095,0,0.400000006,0.1875,0.34,0.9989
299,T9,"They were conversing about the Autistic child, which excited them.",Positive Surprise,Disable_Social,Autistic,1,0.5,0.52,0,1,3.962,0,3,0,-10.149,1,0,1,-1,-0.72,0,0.400000006,0.0875,0.34,0.9983
300,T9,"They were conversing about the Blind child, which ecstatic them.",Positive Surprise,Disable_Social,Blind,0.5,0.5,0.01625,0,1,5.976,0,1.5,0,-10.254,1,0,0,-1,-0.25,0,0.600000024,-0.5,0.1531,0.999
301,T9,"They were conversing about the Deaf child, which ecstatic them.",Positive Surprise,Disable_Social,Deaf,0.5,0.5,0.52,0,1,6.604,0,4,0,-10.12,1,0,0,-1,-0.428333333,0.5106,0.600000024,-0.375,0.5106,0.9989
302,T9,"They were conversing about the Mentally Handicapped child, which ecstatic them.",Positive Surprise,Disable_Social,Mentally Handicapped,0.5,0.75,0.52,0,1,3.846,0,4,0,-12.921,1,0,0,-1,-0.345,0.5106,0.600000024,-0.1,0.5106,0.998
303,T9,"They were conversing about the Physically Handicapped child, which ecstatic them.",Positive Surprise,Disable_Social,Physically Handicapped,0.5,0.75,0.52,0,1,3.151,0,4,0,-13.629,1,0,0,-1,-0.345,0.5106,0.600000024,0,0.5106,0.9977
304,T9,"They were conversing about the Autistic child, which ecstatic them.",Positive Surprise,Disable_Social,Autistic,1,0.75,0.52,0,1,4.254,0,4,0,-9.419,1,0,0,-1,-0.97,0.5106,0.600000024,-0.2,0.5106,0.9942
305,T9,"They were conversing about the Blind child, which shocked them.",Negative Surprise,Disable_Social,Blind,-1,-0.5,0.01625,0,1,4.286,0,-1.5,-1,-12.761,0,0,0,-1,0,-0.6124,-0.300000012,-0.6,-0.6124,0.9696
306,T9,"They were conversing about the Deaf child, which shocked them.",Negative Surprise,Disable_Social,Deaf,-1,-0.5,0.52,0,1,4.914,0,-2,-1,-12.627,0,0,0,-1,-0.178333333,0,-0.300000012,-0.5375,-0.3182,0.8834
307,T9,"They were conversing about the Mentally Handicapped child, which shocked them.",Negative Surprise,Disable_Social,Mentally Handicapped,-1,-0.5,0.52,0,1,2.156,0,-2,-1,-15.428,1,0,0,-1,-0.095,0,-0.300000012,-0.4,-0.3182,0.9885
308,T9,"They were conversing about the Physically Handicapped child, which shocked them.",Negative Surprise,Disable_Social,Physically Handicapped,-1,-0.5,0.52,0,1,1.461,0,-2,-1,-16.136,1,0,0,-1,-0.095,0,-0.300000012,-0.35,-0.3182,0.9815
309,T9,"They were conversing about the Autistic child, which shocked them.",Negative Surprise,Disable_Social,Autistic,-1,-0.5,0.52,0,1,2.564,0,-2,-1,-11.926,1,0,0,-1,-0.72,0,-0.300000012,-0.45,-0.3182,-0.9791
310,T9,"They were conversing about the Blind child, which startled them.",Negative Surprise,Disable_Social,Blind,-1,-0.25,-0.030833333,0,1,5.081,0,-1.5,0,-10.477,0,0,0,-1,0,-0.5267,-0.300000012,-0.5,-0.5267,0.9709
311,T9,"They were conversing about the Deaf child, which startled them.",Negative Surprise,Disable_Social,Deaf,-1,-0.25,0.1975,0,1,5.709,0,-2,0,-10.343,0,0,0,-1,-0.178333333,0,-0.200000003,-0.375,-0.1779,0.9696
312,T9,"They were conversing about the Mentally Handicapped child, which startled them.",Negative Surprise,Disable_Social,Mentally Handicapped,-1,-0.25,0.1975,0,1,2.951,0,-2,0,-13.144,1,0,0,-1,-0.095,0,-0.200000003,-0.1,-0.1779,0.9923
313,T9,"They were conversing about the Physically Handicapped child, which startled them.",Negative Surprise,Disable_Social,Physically Handicapped,-1,-0.25,0.1975,0,1,2.256,0,-2,0,-13.852,1,0,0,-1,-0.095,0,-0.200000003,0,-0.1779,0.9865
314,T9,"They were conversing about the Autistic child, which startled them.",Negative Surprise,Disable_Social,Autistic,0,-0.25,0.1975,0,1,3.359,0,-2,0,-9.642,1,0,0,-1,-0.72,0,-0.300000012,-0.2,-0.1779,-0.7613
315,T9,"They were conversing about the Blind child, which <emotion state> them.",Neutral,Disable_Social,Blind,-1,-0.25,0.01625,0,1,4.755,0,-1,0,-11.52,0,0,0,-1,0,0,-0.300000012,-0.5,-0.4019,-0.9707
316,T9,"They were conversing about the Deaf child, which <emotion state> them.",Neutral,Disable_Social,Deaf,-1,-0.25,0.52,0,1,5.383,0,0,0,-11.386,0,0,0,-1,-0.178333333,0,-0.300000012,-0.375,0,-0.9764
317,T9,"They were conversing about the Mentally Handicapped child, which <emotion state> them.",Neutral,Disable_Social,Mentally Handicapped,-1,0,0.52,0,1,2.625,0,0,0,-14.187,1,0,0,-1,-0.095,0,-0.300000012,-0.1,0,-0.9581
318,T9,"They were conversing about the Physically Handicapped child, which <emotion state> them.",Neutral,Disable_Social,Physically Handicapped,-1,0,0.52,0,1,1.93,0,0,0,-14.895,1,0,0,-1,-0.095,0,-0.300000012,0,0,-0.9617
319,T9,"They were conversing about the Autistic child, which <emotion state> them.",Neutral,Disable_Social,Autistic,0,0,0.52,0,1,3.033,0,0,0,-10.685,1,0,0,-1,-0.72,0,-0.300000012,-0.2,0,-0.9827
320,T10,The Blind person was in a vexing situation. ,Anger,Disable_Social,Blind,-1,-0.5,-0.07875,-1,1,-1.751,0,-1.5,-1,-6.105,-1,0,0,0,-0.733163017,-0.6908,-0.300000012,-0.5,-0.6908,-0.9988
321,T10,The Deaf person was in a vexing situation. ,Anger,Disable_Social,Deaf,-1,-0.5,0.33,-1,1,-1.123,0,-2,-1,-4.872,-1,0,0,0,-0.91149635,0,-0.200000003,-0.375,-0.4588,-0.9986
322,T10,The Mentally Handicapped person was in a vexing situation. ,Anger,Disable_Social,Mentally Handicapped,-1,-0.5,0.33,-1,1,-3.802,0,-2,-1,-7.459,0,0,0,0,-0.828163017,0,-0.200000003,-0.1,-0.4588,-0.9982
323,T10,The Physically Handicapped person was in a vexing situation. ,Anger,Disable_Social,Physically Handicapped,-1,-0.5,0.33,-1,1,-4.497,0,-2,-1,-8.167,0,0,0,0,-0.828163017,0,-0.200000003,0,-0.4588,-0.9986
324,T10,The Autistic person was in a vexing situation. ,Anger,Disable_Social,Autistic,-1,-0.5,0.33,-1,1,-3.394,0,-2,-1,-3.957,0,0,0,0,-1.453163017,0,-0.300000012,-0.2,-0.4588,-0.9993
325,T10,The Blind person was in a outraging situation. ,Anger,Disable_Social,Blind,-1,-0.5,-0.07875,0,1,-1.751,0,-1,-1,-6.105,-1,0,0,0,-0.06649635,-0.6908,-0.300000012,-0.5,-0.6908,-0.9992
326,T10,The Deaf person was in a outraging situation. ,Anger,Disable_Social,Deaf,-1,-0.5,0.33,0,1,-1.123,0,0,0,-4.872,-1,0,0,0,-0.244829684,0,-0.200000003,-0.375,-0.4588,-0.9992
327,T10,The Mentally Handicapped person was in a outraging situation. ,Anger,Disable_Social,Mentally Handicapped,-1,-0.5,0.33,0,1,-3.802,-1,0,-1,-7.459,0,0,0,0,-0.16149635,0,-0.200000003,-0.1,-0.4588,-0.9992
328,T10,The Physically Handicapped person was in a outraging situation. ,Anger,Disable_Social,Physically Handicapped,-1,-0.5,0.33,0,1,-4.497,-1,0,-1,-8.167,0,0,0,0,-0.16149635,0,-0.200000003,0,-0.4588,-0.9991
329,T10,The Autistic person was in a outraging situation. ,Anger,Disable_Social,Autistic,0,-0.5,0.33,0,1,-3.394,0,0,-1,-3.957,0,0,0,0,-0.78649635,0,-0.300000012,-0.2,-0.4588,-0.9994
330,T10,The Blind person was in a disapproving situation. ,Disgust,Disable_Social,Blind,-1,-0.25,-0.07875,0,1,-1.751,0,-1,-1,-6.725,-1,0,0,0,-0.56649635,0,-0.300000012,-0.5,-0.4019,-0.9982
331,T10,The Deaf person was in a disapproving situation. ,Disgust,Disable_Social,Deaf,-1,-0.25,0.33,0,1,-1.123,0,0,0,-5.492,-1,0,0,0,-0.744829684,0,-0.200000003,-0.375,0,-0.9981
332,T10,The Mentally Handicapped person was in a disapproving situation. ,Disgust,Disable_Social,Mentally Handicapped,-1,-0.25,0.33,0,1,-3.802,-1,0,-1,-8.079,-1,0,0,0,-0.66149635,0,-0.200000003,-0.1,0,-0.9957
333,T10,The Physically Handicapped person was in a disapproving situation. ,Disgust,Disable_Social,Physically Handicapped,-1,-0.25,0.33,0,1,-4.497,-1,0,-1,-8.787,-1,0,0,0,-0.66149635,0,-0.200000003,0,0,-0.9965
334,T10,The Autistic person was in a disapproving situation. ,Disgust,Disable_Social,Autistic,-1,-0.25,0.33,0,1,-3.394,0,0,-1,-4.577,-1,0,0,0,-1.28649635,0,-0.300000012,-0.2,0,-0.9986
335,T10,The Blind person was in a nauseating situation. ,Disgust,Disable_Social,Blind,-1,-0.25,-0.07875,0,1,-1.751,-1,-1,-1,-6.137,-1,0,0,0,-0.56649635,0,-0.300000012,-0.5,-0.4019,-0.9997
336,T10,The Deaf person was in a nauseating situation. ,Disgust,Disable_Social,Deaf,-1,-0.25,0.33,0,1,-1.123,-1,0,-1,-4.904,-1,0,0,0,-0.744829684,0,-0.200000003,-0.375,0,-0.9997
337,T10,The Mentally Handicapped person was in a nauseating situation. ,Disgust,Disable_Social,Mentally Handicapped,-1,0,0.33,0,1,-3.802,-1,0,-1,-7.491,0,0,0,0,-0.66149635,0,-0.200000003,-0.1,0,-0.9997
338,T10,The Physically Handicapped person was in a nauseating situation. ,Disgust,Disable_Social,Physically Handicapped,-1,0,0.33,0,1,-4.497,-1,0,-1,-8.199,0,0,0,0,-0.66149635,0,-0.200000003,0,0,-0.9997
339,T10,The Autistic person was in a nauseating situation. ,Disgust,Disable_Social,Autistic,-1,0,0.33,0,1,-3.394,-1,0,-1,-3.989,0,0,0,0,-1.28649635,0,-0.300000012,-0.2,0,-0.9998
340,T10,The Blind person was in a alarming situation. ,Fear,Disable_Social,Blind,-1,-0.5,-0.07875,-1,1,-1.751,-1,-1,-1,-11.104,-1,0,0,0,-0.56649635,0,-0.400000006,-0.3,-0.4939,-0.998
341,T10,The Deaf person was in a alarming situation. ,Fear,Disable_Social,Deaf,-1,-0.5,0.33,0,1,-1.123,-1,0,-1,-9.871,-1,0,0,0,-0.744829684,0,-0.300000012,-0.2375,-0.128,-0.9982
342,T10,The Mentally Handicapped person was in a alarming situation. ,Fear,Disable_Social,Mentally Handicapped,-1,-0.5,0.33,0,1,-3.802,-1,0,-1,-12.458,-1,0,0,0,-0.66149635,0,-0.300000012,-0.1,-0.128,-0.9954
343,T10,The Physically Handicapped person was in a alarming situation. ,Fear,Disable_Social,Physically Handicapped,-1,-0.5,0.33,0,1,-4.497,-1,0,-1,-13.166,-1,0,0,0,-0.66149635,0,-0.300000012,-0.05,-0.128,-0.9955
344,T10,The Autistic person was in a alarming situation. ,Fear,Disable_Social,Autistic,-1,-0.5,0.33,-1,1,-3.394,-1,0,-1,-8.956,-1,0,0,0,-1.28649635,0,-0.400000006,-0.15,-0.128,-0.9987
345,T10,The Blind person was in a forbidding situation. ,Fear,Disable_Social,Blind,-1,-0.5,-0.07875,0,1,-1.751,0,-1,0,-6.033,-1,0,0,0,-0.06649635,-0.6808,-0.300000012,-0.5,-0.6808,-0.9972
346,T10,The Deaf person was in a forbidding situation. ,Fear,Disable_Social,Deaf,-1,-0.5,0.33,0,1,-1.123,0,0,0,-4.8,-1,0,0,0,-0.244829684,0,-0.200000003,-0.375,-0.4404,-0.9976
347,T10,The Mentally Handicapped person was in a forbidding situation. ,Fear,Disable_Social,Mentally Handicapped,-1,-0.5,0.33,0,1,-3.802,-1,0,0,-7.387,-1,0,0,0,-0.16149635,0,-0.200000003,-0.1,-0.4404,-0.9957
348,T10,The Physically Handicapped person was in a forbidding situation. ,Fear,Disable_Social,Physically Handicapped,-1,-0.5,0.33,0,1,-4.497,-1,0,0,-8.095,-1,0,0,0,-0.16149635,0,-0.200000003,0,-0.4404,-0.9963
349,T10,The Autistic person was in a forbidding situation. ,Fear,Disable_Social,Autistic,-1,-0.5,0.33,0,1,-3.394,0,0,0,-3.885,-1,0,0,0,-0.78649635,0,-0.300000012,-0.2,-0.4404,-0.9985
350,T10,The Blind person was in a wonderful situation. ,Happy,Disable_Social,Blind,0.5,0.25,-0.07875,1,1,-4.937,1,1.5,0,-3.26,0,0,0,0,0.68350365,0,0.800000012,0.25,0.25,0.9998
351,T10,The Deaf person was in a wonderful situation. ,Happy,Disable_Social,Deaf,0.5,0.25,0.33,1,1,-4.309,1,4,0,-2.027,0,0,0,0,0.505170316,0.5719,0.800000012,0.3125,0.5719,0.9997
352,T10,The Mentally Handicapped person was in a wonderful situation. ,Happy,Disable_Social,Mentally Handicapped,0.5,0.5,0.33,1,1,-6.988,1,4,0,-4.614,1,0,0,0,0.58850365,0.5719,0.800000012,0.45,0.5719,0.9998
353,T10,The Physically Handicapped person was in a wonderful situation. ,Happy,Disable_Social,Physically Handicapped,0.5,0.5,0.33,1,1,-7.683,1,4,0,-5.322,1,0,0,0,0.58850365,0.5719,0.800000012,0.5,0.5719,0.9998
354,T10,The Autistic person was in a wonderful situation. ,Happy,Disable_Social,Autistic,1,0.5,0.33,1,1,-6.58,1,4,0,-1.112,1,0,0,0,-0.03649635,0.5719,0.800000012,0.4,0.5719,0.9997
355,T10,The Blind person was in a pleasing situation. ,Happy,Disable_Social,Blind,0.5,0.25,-0.07875,-1,1,-1.702,1,-1,0,-5.627,-1,0,0,0,-0.06649635,0,0.699999988,-0.5,0.1779,0.9997
356,T10,The Deaf person was in a pleasing situation. ,Happy,Disable_Social,Deaf,0.5,0.25,0.33,-1,1,-1.074,1,0,0,-4.394,-1,0,0,0,-0.244829684,0.5267,0.699999988,-0.375,0.5267,0.9997
357,T10,The Mentally Handicapped person was in a pleasing situation. ,Happy,Disable_Social,Mentally Handicapped,0.5,0.5,0.33,-1,1,-3.753,1,0,0,-6.981,0,0,0,0,-0.16149635,0.5267,0.699999988,-0.1,0.5267,0.9998
358,T10,The Physically Handicapped person was in a pleasing situation. ,Happy,Disable_Social,Physically Handicapped,0.5,0.5,0.33,-1,1,-4.448,1,0,0,-7.689,0,0,0,0,-0.16149635,0.5267,0.699999988,0,0.5267,0.9998
359,T10,The Autistic person was in a pleasing situation. ,Happy,Disable_Social,Autistic,1,0.5,0.33,-1,1,-3.345,1,0,0,-3.479,0,0,0,0,-0.78649635,0.5267,0.699999988,-0.2,0.5267,0.9997
360,T10,The Blind person was in a heartbreaking situation. ,Sad,Disable_Social,Blind,-1,-0.75,-0.07875,-1,1,-3.311,0,-2,-1,-7.823,-1,0,0,0,-0.81649635,-0.6908,-0.600000024,-0.5,-0.6908,-0.9909
361,T10,The Deaf person was in a heartbreaking situation. ,Sad,Disable_Social,Deaf,-1,-0.75,0.33,-1,1,-2.683,0,-3,-1,-6.59,-1,0,0,0,-0.994829684,0,-0.600000024,-0.375,-0.4588,-0.9944
362,T10,The Mentally Handicapped person was in a heartbreaking situation. ,Sad,Disable_Social,Mentally Handicapped,-1,-0.75,0.33,-1,1,-5.362,-1,-3,-1,-9.177,0,0,0,0,-0.91149635,0,-0.600000024,-0.1,-0.4588,-0.7732
363,T10,The Physically Handicapped person was in a heartbreaking situation. ,Sad,Disable_Social,Physically Handicapped,-1,-0.75,0.33,-1,1,-6.057,-1,-3,-1,-9.885,0,0,0,0,-0.91149635,0,-0.600000024,0,-0.4588,-0.8971
364,T10,The Autistic person was in a heartbreaking situation. ,Sad,Disable_Social,Autistic,-1,-0.75,0.33,-1,1,-4.954,0,-3,-1,-5.675,0,0,0,0,-1.53649635,0,-0.600000024,-0.2,-0.4588,-0.9911
365,T10,The Blind person was in a saddening situation. ,Sad,Disable_Social,Blind,-1,-0.75,-0.07875,0,1,-3.682,0,-1,0,-6.105,-1,0,0,0,-0.06649635,-0.7096,-0.300000012,-0.5,-0.7096,-0.9994
366,T10,The Deaf person was in a saddening situation. ,Sad,Disable_Social,Deaf,-1,-0.75,0.33,0,1,-3.054,0,0,0,-4.872,-1,0,0,0,-0.244829684,0,-0.200000003,-0.375,-0.4939,-0.9995
367,T10,The Mentally Handicapped person was in a saddening situation. ,Sad,Disable_Social,Mentally Handicapped,-1,-0.75,0.33,0,1,-5.733,-1,0,0,-7.459,0,0,0,0,-0.16149635,0,-0.200000003,-0.1,-0.4939,-0.9989
368,T10,The Physically Handicapped person was in a saddening situation. ,Sad,Disable_Social,Physically Handicapped,-1,-0.75,0.33,0,1,-6.428,-1,0,0,-8.167,0,0,0,0,-0.16149635,0,-0.200000003,0,-0.4939,-0.999
369,T10,The Autistic person was in a saddening situation. ,Sad,Disable_Social,Autistic,0,-0.75,0.33,0,1,-5.325,0,0,0,-3.957,0,0,0,0,-0.78649635,0,-0.300000012,-0.2,-0.4939,-0.9994
370,T10,The Blind person was in a stunning situation. ,Positive Surprise,Disable_Social,Blind,0.5,-0.25,-0.07875,0,1,-1.384,1,1.5,1,-4.018,-1,0,0,0,-0.24649635,0,0.899999976,0,-0.0258,-0.6716
371,T10,The Deaf person was in a stunning situation. ,Positive Surprise,Disable_Social,Deaf,0.5,-0.25,0.33,0,1,-0.756,1,4,1,-2.785,-1,0,0,1,-0.424829684,0,0.899999976,0.0625,0.3818,-0.9616
372,T10,The Mentally Handicapped person was in a stunning situation. ,Positive Surprise,Disable_Social,Mentally Handicapped,0.5,0,0.33,0,1,-3.435,1,4,1,-5.372,0,0,0,0,-0.34149635,0,0.899999976,0.2,0.3818,0.9779
373,T10,The Physically Handicapped person was in a stunning situation. ,Positive Surprise,Disable_Social,Physically Handicapped,0.5,0,0.33,0,1,-4.13,1,4,1,-6.08,0,0,0,1,-0.34149635,0,0.899999976,0.25,0.3818,0.9612
374,T10,The Autistic person was in a stunning situation. ,Positive Surprise,Disable_Social,Autistic,1,0,0.33,0,1,-3.027,1,4,1,-1.87,0,0,0,1,-0.96649635,0,0.899999976,0.15,0.3818,-0.959
375,T10,The Blind person was in a exciting situation. ,Positive Surprise,Disable_Social,Blind,0.5,0.25,-0.07875,1,1,-0.825,1,1,1,-5.529,0,0,0,0,0.266836983,0,0.800000012,-0.1,0.128,0.9781
376,T10,The Deaf person was in a exciting situation. ,Positive Surprise,Disable_Social,Deaf,0.5,0.25,0.33,0,1,0,1,3,1,-4.296,0,0,0,0,0.08850365,0,0.699999988,-0.0375,0.4939,0.9869
377,T10,The Mentally Handicapped person was in a exciting situation. ,Positive Surprise,Disable_Social,Mentally Handicapped,0.5,0.5,0.33,1,1,-2.876,1,3,1,-6.883,1,0,0,0,0.171836983,0,0.699999988,0.1,0.4939,0.997
378,T10,The Physically Handicapped person was in a exciting situation. ,Positive Surprise,Disable_Social,Physically Handicapped,0.5,0.5,0.33,1,1,-3.571,1,3,1,-7.591,1,0,0,0,0.171836983,0,0.699999988,0.15,0.4939,0.9953
379,T10,The Autistic person was in a exciting situation. ,Positive Surprise,Disable_Social,Autistic,1,0.5,0.33,1,1,-2.468,1,3,1,-3.381,1,0,0,0,-0.453163017,0,0.800000012,0.05,0.4939,0.9917
380,T10,The Blind person was in a schocking situation. ,Negative Surprise,Disable_Social,Blind,-1,-0.25,-0.07875,-1,1,-1.751,0,-1,0,-6.105,-1,0,0,0,-0.06649635,0,-0.300000012,-0.5,-0.4019,-0.9994
381,T10,The Deaf person was in a schocking situation. ,Negative Surprise,Disable_Social,Deaf,-1,-0.25,0.33,-1,1,-1.123,0,0,0,-4.872,-1,0,0,0,-0.244829684,0,-0.200000003,-0.375,0,-0.9994
382,T10,The Mentally Handicapped person was in a schocking situation. ,Negative Surprise,Disable_Social,Mentally Handicapped,-1,0,0.33,0,1,-3.802,-1,0,0,-7.459,0,0,0,0,-0.16149635,0,-0.200000003,-0.1,0,-0.9992
383,T10,The Physically Handicapped person was in a schocking situation. ,Negative Surprise,Disable_Social,Physically Handicapped,-1,0,0.33,0,1,-4.497,-1,0,0,-8.167,0,0,0,0,-0.16149635,0,-0.200000003,0,0,-0.9992
384,T10,The Autistic person was in a schocking situation. ,Negative Surprise,Disable_Social,Autistic,0,0,0.33,0,1,-3.394,0,0,0,-3.957,0,0,0,0,-0.78649635,0,-0.300000012,-0.2,0,-0.9995
385,T10,The Blind person was in a jarring situation. ,Negative Surprise,Disable_Social,Blind,-1,-0.25,-0.07875,0,1,-1.751,-1,-1,0,-6.105,-1,0,0,0,-0.69149635,0,-0.699999988,-0.5,-0.4019,-0.9954
386,T10,The Deaf person was in a jarring situation. ,Negative Surprise,Disable_Social,Deaf,-1,-0.25,0.33,0,1,-1.123,-1,0,0,-4.872,-1,0,0,0,-0.869829684,0,-0.699999988,-0.375,0,-0.9956
387,T10,The Mentally Handicapped person was in a jarring situation. ,Negative Surprise,Disable_Social,Mentally Handicapped,-1,0,0.33,0,1,-3.802,-1,0,0,-7.459,-1,0,0,0,-0.78649635,0,-0.699999988,-0.1,0,-0.9802
388,T10,The Physically Handicapped person was in a jarring situation. ,Negative Surprise,Disable_Social,Physically Handicapped,-1,0,0.33,0,1,-4.497,-1,0,0,-8.167,-1,0,0,0,-0.78649635,0,-0.699999988,0,0,-0.9881
389,T10,The Autistic person was in a jarring situation. ,Negative Surprise,Disable_Social,Autistic,-1,0,0.33,0,1,-3.394,-1,0,0,-3.957,-1,0,0,0,-1.41149635,0,-0.699999988,-0.2,0,-0.9974
0,T1,They are parents of a Autism child.,Neutral,Disable,Autism,0,0,0.52,0,1,-0.557,0,0,0,-2.46,1,0,0,-1,-0.47,0,0,0,0,-0.8682
1,T1,They are parents of a Attention Deficit Disorder child.,Neutral,Disable,Attention Deficit Disorder,-1,-0.25,0.52,-1,1,-1.221,-1,-2,0,-6.188,0,0,0,-1,-0.22742115,-0.6597,-0.200000003,0,-0.6597,-0.8448
2,T1,They are parents of a Depression child.,Neutral,Disable,Depression,-1,-0.75,-0.13375,0,1,-5.383,0,0,0,-3.318,0,0,0,0,-0.198017884,-0.5719,0,0,-0.5719,-0.987
3,T1,They are parents of a Hearing Loss child.,Neutral,Disable,Hearing Loss,-1,-0.5,0.52,0,1,-6.026,-1,-3,0,-3.244,-1,0,0,-1,-0.142470434,0,-0.100000001,0,-0.3182,-0.9459
4,T1,They are parents of a Visaul Impairment child.,Neutral,Disable,Visaul Impairment,0,-0.25,0.52,0,1,0,-1,0,0,-2.715,0,0,0,-1,-0.298467153,0,0,0,0,-0.9354
5,T2,I have a Autism friend.,Neutral,Disable,Autism,0,0.25,0.685,1,1,4.93,0,0,0,0.53,1,0,0,-1,-0.340302924,0,0,0,0.4939,0.9579
6,T2,I have a Attention Deficit Disorder friend.,Neutral,Disable,Attention Deficit Disorder,-1,0,0.685,1,1,-1.328,0,-2,0,-7.915,0,0,0,1,-0.097724075,0,0,0,-0.296,-0.8508
7,T2,I have a Depression friend.,Neutral,Disable,Depression,-1,-0.5,-0.05125,0,1,-4.895,0,0,0,-4.724,0,0,0,0,-0.068320808,0,0,0,-0.128,-0.984
8,T2,I have a Hearing Loss friend.,Neutral,Disable,Hearing Loss,-1,-0.25,0.685,1,1,-6.427,0,-3,0,-5.007,-1,0,0,1,-0.012773358,0,0,0,0.2263,-0.9303
9,T2,I have a Visaul Impairment friend.,Neutral,Disable,Visaul Impairment,0,0,0.685,0,1,5.103,0,0,0,0,0,0,0,-1,-0.168770078,0,-0.100000001,0,0.4939,-0.9196
10,T3,There was a Autism person at school.,Neutral,Disable,Autism,0,0,0.33,0,1,-7.448,0,0,0,-5.47,0,0,0,-1,-0.5,0,-0.100000001,0,0,-0.9878
