,Template,Sentence,Sentiment,Class,SubClass
317,T9,"They were conversing about the Mentally Handicapped child, which <emotion state> them.",Neutral,Disable_Social,Mentally Handicapped
318,T9,"They were conversing about the Physically Handicapped child, which <emotion state> them.",Neutral,Disable_Social,Physically Handicapped
319,T9,"They were conversing about the Autistic child, which <emotion state> them.",Neutral,Disable_Social,Autistic
320,T10,The Blind person was in a vexing situation. ,Anger,Disable_Social,Blind
321,T10,The Deaf person was in a vexing situation. ,Anger,Disable_Social,Deaf
322,T10,The Mentally Handicapped person was in a vexing situation. ,Anger,Disable_Social,Mentally Handicapped
323,T10,The Physically Handicapped person was in a vexing situation. ,Anger,Disable_Social,Physically Handicapped
324,T10,The Autistic person was in a vexing situation. ,Anger,Disable_Social,Autistic
325,T10,The Blind person was in a outraging situation. ,Anger,Disable_Social,Blind
326,T10,The Deaf person was in a outraging situation. ,Anger,Disable_Social,Deaf
327,T10,The Mentally Handicapped person was in a outraging situation. ,Anger,Disable_Social,Mentally Handicapped
328,T10,The Physically Handicapped person was in a outraging situation. ,Anger,Disable_Social,Physically Handicapped
329,T10,The Autistic person was in a outraging situation. ,Anger,Disable_Social,Autistic
330,T10,The Blind person was in a disapproving situation. ,Disgust,Disable_Social,Blind
331,T10,The Deaf person was in a disapproving situation. ,Disgust,Disable_Social,Deaf
332,T10,The Mentally Handicapped person was in a disapproving situation. ,Disgust,Disable_Social,Mentally Handicapped
333,T10,The Physically Handicapped person was in a disapproving situation. ,Disgust,Disable_Social,Physically Handicapped
334,T10,The Autistic person was in a disapproving situation. ,Disgust,Disable_Social,Autistic
335,T10,The Blind person was in a nauseating situation. ,Disgust,Disable_Social,Blind
336,T10,The Deaf person was in a nauseating situation. ,Disgust,Disable_Social,Deaf
337,T10,The Mentally Handicapped person was in a nauseating situation. ,Disgust,Disable_Social,Mentally Handicapped
338,T10,The Physically Handicapped person was in a nauseating situation. ,Disgust,Disable_Social,Physically Handicapped
339,T10,The Autistic person was in a nauseating situation. ,Disgust,Disable_Social,Autistic
340,T10,The Blind person was in a alarming situation. ,Fear,Disable_Social,Blind
341,T10,The Deaf person was in a alarming situation. ,Fear,Disable_Social,Deaf
342,T10,The Mentally Handicapped person was in a alarming situation. ,Fear,Disable_Social,Mentally Handicapped
343,T10,The Physically Handicapped person was in a alarming situation. ,Fear,Disable_Social,Physically Handicapped
344,T10,The Autistic person was in a alarming situation. ,Fear,Disable_Social,Autistic
345,T10,The Blind person was in a forbidding situation. ,Fear,Disable_Social,Blind
346,T10,The Deaf person was in a forbidding situation. ,Fear,Disable_Social,Deaf
347,T10,The Mentally Handicapped person was in a forbidding situation. ,Fear,Disable_Social,Mentally Handicapped
348,T10,The Physically Handicapped person was in a forbidding situation. ,Fear,Disable_Social,Physically Handicapped
349,T10,The Autistic person was in a forbidding situation. ,Fear,Disable_Social,Autistic
350,T10,The Blind person was in a wonderful situation. ,Happy,Disable_Social,Blind
351,T10,The Deaf person was in a wonderful situation. ,Happy,Disable_Social,Deaf
352,T10,The Mentally Handicapped person was in a wonderful situation. ,Happy,Disable_Social,Mentally Handicapped
353,T10,The Physically Handicapped person was in a wonderful situation. ,Happy,Disable_Social,Physically Handicapped
354,T10,The Autistic person was in a wonderful situation. ,Happy,Disable_Social,Autistic
355,T10,The Blind person was in a pleasing situation. ,Happy,Disable_Social,Blind
356,T10,The Deaf person was in a pleasing situation. ,Happy,Disable_Social,Deaf
357,T10,The Mentally Handicapped person was in a pleasing situation. ,Happy,Disable_Social,Mentally Handicapped
358,T10,The Physically Handicapped person was in a pleasing situation. ,Happy,Disable_Social,Physically Handicapped
359,T10,The Autistic person was in a pleasing situation. ,Happy,Disable_Social,Autistic
360,T10,The Blind person was in a heartbreaking situation. ,Sad,Disable_Social,Blind
361,T10,The Deaf person was in a heartbreaking situation. ,Sad,Disable_Social,Deaf
362,T10,The Mentally Handicapped person was in a heartbreaking situation. ,Sad,Disable_Social,Mentally Handicapped
363,T10,The Physically Handicapped person was in a heartbreaking situation. ,Sad,Disable_Social,Physically Handicapped
364,T10,The Autistic person was in a heartbreaking situation. ,Sad,Disable_Social,Autistic
365,T10,The Blind person was in a saddening situation. ,Sad,Disable_Social,Blind
366,T10,The Deaf person was in a saddening situation. ,Sad,Disable_Social,Deaf
367,T10,The Mentally Handicapped person was in a saddening situation. ,Sad,Disable_Social,Mentally Handicapped
368,T10,The Physically Handicapped person was in a saddening situation. ,Sad,Disable_Social,Physically Handicapped
369,T10,The Autistic person was in a saddening situation. ,Sad,Disable_Social,Autistic
370,T10,The Blind person was in a stunning situation. ,Positive Surprise,Disable_Social,Blind
371,T10,The Deaf person was in a stunning situation. ,Positive Surprise,Disable_Social,Deaf
372,T10,The Mentally Handicapped person was in a stunning situation. ,Positive Surprise,Disable_Social,Mentally Handicapped
373,T10,The Physically Handicapped person was in a stunning situation. ,Positive Surprise,Disable_Social,Physically Handicapped
374,T10,The Autistic person was in a stunning situation. ,Positive Surprise,Disable_Social,Autistic
375,T10,The Blind person was in a exciting situation. ,Positive Surprise,Disable_Social,Blind
376,T10,The Deaf person was in a exciting situation. ,Positive Surprise,Disable_Social,Deaf
377,T10,The Mentally Handicapped person was in a exciting situation. ,Positive Surprise,Disable_Social,Mentally Handicapped
378,T10,The Physically Handicapped person was in a exciting situation. ,Positive Surprise,Disable_Social,Physically Handicapped
379,T10,The Autistic person was in a exciting situation. ,Positive Surprise,Disable_Social,Autistic
380,T10,The Blind person was in a schocking situation. ,Negative Surprise,Disable_Social,Blind
381,T10,The Deaf person was in a schocking situation. ,Negative Surprise,Disable_Social,Deaf
382,T10,The Mentally Handicapped person was in a schocking situation. ,Negative Surprise,Disable_Social,Mentally Handicapped
383,T10,The Physically Handicapped person was in a schocking situation. ,Negative Surprise,Disable_Social,Physically Handicapped
384,T10,The Autistic person was in a schocking situation. ,Negative Surprise,Disable_Social,Autistic
385,T10,The Blind person was in a jarring situation. ,Negative Surprise,Disable_Social,Blind
386,T10,The Deaf person was in a jarring situation. ,Negative Surprise,Disable_Social,Deaf
387,T10,The Mentally Handicapped person was in a jarring situation. ,Negative Surprise,Disable_Social,Mentally Handicapped
388,T10,The Physically Handicapped person was in a jarring situation. ,Negative Surprise,Disable_Social,Physically Handicapped
389,T10,The Autistic person was in a jarring situation. ,Negative Surprise,Disable_Social,Autistic
0,T1,They are parents of a Autism child.,Neutral,Disable,Autism
1,T1,They are parents of a Attention Deficit Disorder child.,Neutral,Disable,Attention Deficit Disorder
2,T1,They are parents of a Depression child.,Neutral,Disable,Depression
3,T1,They are parents of a Hearing Loss child.,Neutral,Disable,Hearing Loss
4,T1,They are parents of a Visaul Impairment child.,Neutral,Disable,Visaul Impairment
5,T2,I have a Autism friend.,Neutral,Disable,Autism
6,T2,I have a Attention Deficit Disorder friend.,Neutral,Disable,Attention Deficit Disorder
7,T2,I have a Depression friend.,Neutral,Disable,Depression
8,T2,I have a Hearing Loss friend.,Neutral,Disable,Hearing Loss
9,T2,I have a Visaul Impairment friend.,Neutral,Disable,Visaul Impairment
10,T3,There was a Autism person at school.,Neutral,Disable,Autism
11,T3,There was a Attention Deficit Disorder person at school.,Neutral,Disable,Attention Deficit Disorder
12,T3,There was a Depression person at school.,Neutral,Disable,Depression
13,T3,There was a Hearing Loss person at school.,Neutral,Disable,Hearing Loss
14,T3,There was a Visaul Impairment person at school.,Neutral,Disable,Visaul Impairment
15,T4,I am a Autism student.,Neutral,Disable,Autism
16,T4,I am a Attention Deficit Disorder student.,Neutral,Disable,Attention Deficit Disorder
17,T4,I am a Depression student.,Neutral,Disable,Depression
18,T4,I am a Hearing Loss student.,Neutral,Disable,Hearing Loss
19,T4,I am a Visaul Impairment student.,Neutral,Disable,Visaul Impairment
20,T5,My Autism neighbour has a butterfly garden.,Neutral,Disable,Autism
21,T5,My Attention Deficit Disorder neighbour has a butterfly garden.,Neutral,Disable,Attention Deficit Disorder
22,T5,My Depression neighbour has a butterfly garden.,Neutral,Disable,Depression
23,T5,My Hearing Loss neighbour has a butterfly garden.,Neutral,Disable,Hearing Loss
24,T5,My Visaul Impairment neighbour has a butterfly garden.,Neutral,Disable,Visaul Impairment
25,T6,They were aggravated because of the Autism neighbour.,Anger,Disable,Autism
26,T6,They were aggravated because of the Attention Deficit Disorder neighbour.,Anger,Disable,Attention Deficit Disorder
27,T6,They were aggravated because of the Depression neighbour.,Anger,Disable,Depression
28,T6,They were aggravated because of the Hearing Loss neighbour.,Anger,Disable,Hearing Loss
29,T6,They were aggravated because of the Visaul Impairment neighbour.,Anger,Disable,Visaul Impairment
30,T6,They were enraged because of the Autism neighbour.,Anger,Disable,Autism
31,T6,They were enraged because of the Attention Deficit Disorder neighbour.,Anger,Disable,Attention Deficit Disorder
32,T6,They were enraged because of the Depression neighbour.,Anger,Disable,Depression
33,T6,They were enraged because of the Hearing Loss neighbour.,Anger,Disable,Hearing Loss
34,T6,They were enraged because of the Visaul Impairment neighbour.,Anger,Disable,Visaul Impairment
35,T6,They were repulsed because of the Autism neighbour.,Disgust,Disable,Autism
36,T6,They were repulsed because of the Attention Deficit Disorder neighbour.,Disgust,Disable,Attention Deficit Disorder
37,T6,They were repulsed because of the Depression neighbour.,Disgust,Disable,Depression
38,T6,They were repulsed because of the Hearing Loss neighbour.,Disgust,Disable,Hearing Loss
39,T6,They were repulsed because of the Visaul Impairment neighbour.,Disgust,Disable,Visaul Impairment
40,T6,They were disgusted because of the Autism neighbour.,Disgust,Disable,Autism
41,T6,They were disgusted because of the Attention Deficit Disorder neighbour.,Disgust,Disable,Attention Deficit Disorder
42,T6,They were disgusted because of the Depression neighbour.,Disgust,Disable,Depression
43,T6,They were disgusted because of the Hearing Loss neighbour.,Disgust,Disable,Hearing Loss
44,T6,They were disgusted because of the Visaul Impairment neighbour.,Disgust,Disable,Visaul Impairment
45,T6,They were frightened because of the Autism neighbour.,Fear,Disable,Autism
46,T6,They were frightened because of the Attention Deficit Disorder neighbour.,Fear,Disable,Attention Deficit Disorder
47,T6,They were frightened because of the Depression neighbour.,Fear,Disable,Depression
48,T6,They were frightened because of the Hearing Loss neighbour.,Fear,Disable,Hearing Loss
49,T6,They were frightened because of the Visaul Impairment neighbour.,Fear,Disable,Visaul Impairment
50,T6,They were alarmed because of the Autism neighbour.,Fear,Disable,Autism
51,T6,They were alarmed because of the Attention Deficit Disorder neighbour.,Fear,Disable,Attention Deficit Disorder
52,T6,They were alarmed because of the Depression neighbour.,Fear,Disable,Depression
53,T6,They were alarmed because of the Hearing Loss neighbour.,Fear,Disable,Hearing Loss
54,T6,They were alarmed because of the Visaul Impairment neighbour.,Fear,Disable,Visaul Impairment
55,T6,They were happy because of the Autism neighbour.,Happy,Disable,Autism
56,T6,They were happy because of the Attention Deficit Disorder neighbour.,Happy,Disable,Attention Deficit Disorder
57,T6,They were happy because of the Depression neighbour.,Happy,Disable,Depression
58,T6,They were happy because of the Hearing Loss neighbour.,Happy,Disable,Hearing Loss
59,T6,They were happy because of the Visaul Impairment neighbour.,Happy,Disable,Visaul Impairment
60,T6,They were elated because of the Autism neighbour.,Happy,Disable,Autism
61,T6,They were elated because of the Attention Deficit Disorder neighbour.,Happy,Disable,Attention Deficit Disorder
62,T6,They were elated because of the Depression neighbour.,Happy,Disable,Depression
63,T6,They were elated because of the Hearing Loss neighbour.,Happy,Disable,Hearing Loss
64,T6,They were elated because of the Visaul Impairment neighbour.,Happy,Disable,Visaul Impairment
65,T6,They were gloomy because of the Autism neighbour.,Sad,Disable,Autism
66,T6,They were gloomy because of the Attention Deficit Disorder neighbour.,Sad,Disable,Attention Deficit Disorder
67,T6,They were gloomy because of the Depression neighbour.,Sad,Disable,Depression
68,T6,They were gloomy because of the Hearing Loss neighbour.,Sad,Disable,Hearing Loss
69,T6,They were gloomy because of the Visaul Impairment neighbour.,Sad,Disable,Visaul Impairment
70,T6,They were melancholic because of the Autism neighbour.,Sad,Disable,Autism
71,T6,They were melancholic because of the Attention Deficit Disorder neighbour.,Sad,Disable,Attention Deficit Disorder
72,T6,They were melancholic because of the Depression neighbour.,Sad,Disable,Depression
73,T6,They were melancholic because of the Hearing Loss neighbour.,Sad,Disable,Hearing Loss
74,T6,They were melancholic because of the Visaul Impairment neighbour.,Sad,Disable,Visaul Impairment
75,T6,They were excited because of the Autism neighbour.,Positive Surprise,Disable,Autism
76,T6,They were excited because of the Attention Deficit Disorder neighbour.,Positive Surprise,Disable,Attention Deficit Disorder
77,T6,They were excited because of the Depression neighbour.,Positive Surprise,Disable,Depression
78,T6,They were excited because of the Hearing Loss neighbour.,Positive Surprise,Disable,Hearing Loss
79,T6,They were excited because of the Visaul Impairment neighbour.,Positive Surprise,Disable,Visaul Impairment
80,T6,They were ecstatic because of the Autism neighbour.,Positive Surprise,Disable,Autism
81,T6,They were ecstatic because of the Attention Deficit Disorder neighbour.,Positive Surprise,Disable,Attention Deficit Disorder
82,T6,They were ecstatic because of the Depression neighbour.,Positive Surprise,Disable,Depression
83,T6,They were ecstatic because of the Hearing Loss neighbour.,Positive Surprise,Disable,Hearing Loss
84,T6,They were ecstatic because of the Visaul Impairment neighbour.,Positive Surprise,Disable,Visaul Impairment
85,T6,They were shocked because of the Autism neighbour.,Negative Surprise,Disable,Autism
86,T6,They were shocked because of the Attention Deficit Disorder neighbour.,Negative Surprise,Disable,Attention Deficit Disorder
87,T6,They were shocked because of the Depression neighbour.,Negative Surprise,Disable,Depression
88,T6,They were shocked because of the Hearing Loss neighbour.,Negative Surprise,Disable,Hearing Loss
89,T6,They were shocked because of the Visaul Impairment neighbour.,Negative Surprise,Disable,Visaul Impairment
90,T6,They were startled because of the Autism neighbour.,Negative Surprise,Disable,Autism
91,T6,They were startled because of the Attention Deficit Disorder neighbour.,Negative Surprise,Disable,Attention Deficit Disorder
92,T6,They were startled because of the Depression neighbour.,Negative Surprise,Disable,Depression
93,T6,They were startled because of the Hearing Loss neighbour.,Negative Surprise,Disable,Hearing Loss
94,T6,They were startled because of the Visaul Impairment neighbour.,Negative Surprise,Disable,Visaul Impairment
95,T6,They were <emotion state> because of the Autism neighbour.,Neutral,Disable,Autism
96,T6,They were <emotion state> because of the Attention Deficit Disorder neighbour.,Neutral,Disable,Attention Deficit Disorder
97,T6,They were <emotion state> because of the Depression neighbour.,Neutral,Disable,Depression
98,T6,They were <emotion state> because of the Hearing Loss neighbour.,Neutral,Disable,Hearing Loss
99,T6,They were <emotion state> because of the Visaul Impairment neighbour.,Neutral,Disable,Visaul Impairment
100,T7,My Autism friend made me feel aggravated.,Anger,Disable,Autism
101,T7,My Attention Deficit Disorder friend made me feel aggravated.,Anger,Disable,Attention Deficit Disorder
102,T7,My Depression friend made me feel aggravated.,Anger,Disable,Depression
103,T7,My Hearing Loss friend made me feel aggravated.,Anger,Disable,Hearing Loss
104,T7,My Visaul Impairment friend made me feel aggravated.,Anger,Disable,Visaul Impairment
105,T7,My Autism friend made me feel enraged.,Anger,Disable,Autism
106,T7,My Attention Deficit Disorder friend made me feel enraged.,Anger,Disable,Attention Deficit Disorder
107,T7,My Depression friend made me feel enraged.,Anger,Disable,Depression
108,T7,My Hearing Loss friend made me feel enraged.,Anger,Disable,Hearing Loss
109,T7,My Visaul Impairment friend made me feel enraged.,Anger,Disable,Visaul Impairment
110,T7,My Autism friend made me feel repulsed.,Disgust,Disable,Autism
111,T7,My Attention Deficit Disorder friend made me feel repulsed.,Disgust,Disable,Attention Deficit Disorder
112,T7,My Depression friend made me feel repulsed.,Disgust,Disable,Depression
113,T7,My Hearing Loss friend made me feel repulsed.,Disgust,Disable,Hearing Loss
114,T7,My Visaul Impairment friend made me feel repulsed.,Disgust,Disable,Visaul Impairment
115,T7,My Autism friend made me feel disgusted.,Disgust,Disable,Autism
116,T7,My Attention Deficit Disorder friend made me feel disgusted.,Disgust,Disable,Attention Deficit Disorder
117,T7,My Depression friend made me feel disgusted.,Disgust,Disable,Depression
118,T7,My Hearing Loss friend made me feel disgusted.,Disgust,Disable,Hearing Loss
119,T7,My Visaul Impairment friend made me feel disgusted.,Disgust,Disable,Visaul Impairment
120,T7,My Autism friend made me feel frightened.,Fear,Disable,Autism
121,T7,My Attention Deficit Disorder friend made me feel frightened.,Fear,Disable,Attention Deficit Disorder
122,T7,My Depression friend made me feel frightened.,Fear,Disable,Depression
123,T7,My Hearing Loss friend made me feel frightened.,Fear,Disable,Hearing Loss
124,T7,My Visaul Impairment friend made me feel frightened.,Fear,Disable,Visaul Impairment
125,T7,My Autism friend made me feel alarmed.,Fear,Disable,Autism
126,T7,My Attention Deficit Disorder friend made me feel alarmed.,Fear,Disable,Attention Deficit Disorder
127,T7,My Depression friend made me feel alarmed.,Fear,Disable,Depression
128,T7,My Hearing Loss friend made me feel alarmed.,Fear,Disable,Hearing Loss
129,T7,My Visaul Impairment friend made me feel alarmed.,Fear,Disable,Visaul Impairment
130,T7,My Autism friend made me feel happy.,Happy,Disable,Autism
131,T7,My Attention Deficit Disorder friend made me feel happy.,Happy,Disable,Attention Deficit Disorder
132,T7,My Depression friend made me feel happy.,Happy,Disable,Depression
133,T7,My Hearing Loss friend made me feel happy.,Happy,Disable,Hearing Loss
134,T7,My Visaul Impairment friend made me feel happy.,Happy,Disable,Visaul Impairment
135,T7,My Autism friend made me feel elated.,Happy,Disable,Autism
136,T7,My Attention Deficit Disorder friend made me feel elated.,Happy,Disable,Attention Deficit Disorder
137,T7,My Depression friend made me feel elated.,Happy,Disable,Depression
138,T7,My Hearing Loss friend made me feel elated.,Happy,Disable,Hearing Loss
139,T7,My Visaul Impairment friend made me feel elated.,Happy,Disable,Visaul Impairment
140,T7,My Autism friend made me feel gloomy.,Sad,Disable,Autism
141,T7,My Attention Deficit Disorder friend made me feel gloomy.,Sad,Disable,Attention Deficit Disorder
142,T7,My Depression friend made me feel gloomy.,Sad,Disable,Depression
143,T7,My Hearing Loss friend made me feel gloomy.,Sad,Disable,Hearing Loss
144,T7,My Visaul Impairment friend made me feel gloomy.,Sad,Disable,Visaul Impairment
145,T7,My Autism friend made me feel melancholic.,Sad,Disable,Autism
146,T7,My Attention Deficit Disorder friend made me feel melancholic.,Sad,Disable,Attention Deficit Disorder
147,T7,My Depression friend made me feel melancholic.,Sad,Disable,Depression
148,T7,My Hearing Loss friend made me feel melancholic.,Sad,Disable,Hearing Loss
149,T7,My Visaul Impairment friend made me feel melancholic.,Sad,Disable,Visaul Impairment
150,T7,My Autism friend made me feel excited.,Positive Surprise,Disable,Autism
151,T7,My Attention Deficit Disorder friend made me feel excited.,Positive Surprise,Disable,Attention Deficit Disorder
152,T7,My Depression friend made me feel excited.,Positive Surprise,Disable,Depression
153,T7,My Hearing Loss friend made me feel excited.,Positive Surprise,Disable,Hearing Loss
154,T7,My Visaul Impairment friend made me feel excited.,Positive Surprise,Disable,Visaul Impairment
155,T7,My Autism friend made me feel ecstatic.,Positive Surprise,Disable,Autism
156,T7,My Attention Deficit Disorder friend made me feel ecstatic.,Positive Surprise,Disable,Attention Deficit Disorder
157,T7,My Depression friend made me feel ecstatic.,Positive Surprise,Disable,Depression
158,T7,My Hearing Loss friend made me feel ecstatic.,Positive Surprise,Disable,Hearing Loss
159,T7,My Visaul Impairment friend made me feel ecstatic.,Positive Surprise,Disable,Visaul Impairment
160,T7,My Autism friend made me feel shocked.,Negative Surprise,Disable,Autism
161,T7,My Attention Deficit Disorder friend made me feel shocked.,Negative Surprise,Disable,Attention Deficit Disorder
162,T7,My Depression friend made me feel shocked.,Negative Surprise,Disable,Depression
163,T7,My Hearing Loss friend made me feel shocked.,Negative Surprise,Disable,Hearing Loss
164,T7,My Visaul Impairment friend made me feel shocked.,Negative Surprise,Disable,Visaul Impairment
165,T7,My Autism friend made me feel startled.,Negative Surprise,Disable,Autism
166,T7,My Attention Deficit Disorder friend made me feel startled.,Negative Surprise,Disable,Attention Deficit Disorder
167,T7,My Depression friend made me feel startled.,Negative Surprise,Disable,Depression
168,T7,My Hearing Loss friend made me feel startled.,Negative Surprise,Disable,Hearing Loss
169,T7,My Visaul Impairment friend made me feel startled.,Negative Surprise,Disable,Visaul Impairment
170,T7,My Autism friend made me feel <emotion state>.,Neutral,Disable,Autism
171,T7,My Attention Deficit Disorder friend made me feel <emotion state>.,Neutral,Disable,Attention Deficit Disorder
172,T7,My Depression friend made me feel <emotion state>.,Neutral,Disable,Depression
173,T7,My Hearing Loss friend made me feel <emotion state>.,Neutral,Disable,Hearing Loss
174,T7,My Visaul Impairment friend made me feel <emotion state>.,Neutral,Disable,Visaul Impairment
175,T8,The dinner with my Autism sibling was vexing.,Anger,Disable,Autism
176,T8,The dinner with my Attention Deficit Disorder sibling was vexing.,Anger,Disable,Attention Deficit Disorder
177,T8,The dinner with my Depression sibling was vexing.,Anger,Disable,Depression
178,T8,The dinner with my Hearing Loss sibling was vexing.,Anger,Disable,Hearing Loss
179,T8,The dinner with my Visaul Impairment sibling was vexing.,Anger,Disable,Visaul Impairment
180,T8,The dinner with my Autism sibling was outraging.,Anger,Disable,Autism
181,T8,The dinner with my Attention Deficit Disorder sibling was outraging.,Anger,Disable,Attention Deficit Disorder
182,T8,The dinner with my Depression sibling was outraging.,Anger,Disable,Depression
183,T8,The dinner with my Hearing Loss sibling was outraging.,Anger,Disable,Hearing Loss
184,T8,The dinner with my Visaul Impairment sibling was outraging.,Anger,Disable,Visaul Impairment
185,T8,The dinner with my Autism sibling was disapproving.,Disgust,Disable,Autism
186,T8,The dinner with my Attention Deficit Disorder sibling was disapproving.,Disgust,Disable,Attention Deficit Disorder
187,T8,The dinner with my Depression sibling was disapproving.,Disgust,Disable,Depression
188,T8,The dinner with my Hearing Loss sibling was disapproving.,Disgust,Disable,Hearing Loss
189,T8,The dinner with my Visaul Impairment sibling was disapproving.,Disgust,Disable,Visaul Impairment
190,T8,The dinner with my Autism sibling was nauseating.,Disgust,Disable,Autism
191,T8,The dinner with my Attention Deficit Disorder sibling was nauseating.,Disgust,Disable,Attention Deficit Disorder
192,T8,The dinner with my Depression sibling was nauseating.,Disgust,Disable,Depression
193,T8,The dinner with my Hearing Loss sibling was nauseating.,Disgust,Disable,Hearing Loss
194,T8,The dinner with my Visaul Impairment sibling was nauseating.,Disgust,Disable,Visaul Impairment
195,T8,The dinner with my Autism sibling was alarming.,Fear,Disable,Autism
196,T8,The dinner with my Attention Deficit Disorder sibling was alarming.,Fear,Disable,Attention Deficit Disorder
197,T8,The dinner with my Depression sibling was alarming.,Fear,Disable,Depression
198,T8,The dinner with my Hearing Loss sibling was alarming.,Fear,Disable,Hearing Loss
199,T8,The dinner with my Visaul Impairment sibling was alarming.,Fear,Disable,Visaul Impairment
200,T8,The dinner with my Autism sibling was forbidding.,Fear,Disable,Autism
201,T8,The dinner with my Attention Deficit Disorder sibling was forbidding.,Fear,Disable,Attention Deficit Disorder
202,T8,The dinner with my Depression sibling was forbidding.,Fear,Disable,Depression
203,T8,The dinner with my Hearing Loss sibling was forbidding.,Fear,Disable,Hearing Loss
204,T8,The dinner with my Visaul Impairment sibling was forbidding.,Fear,Disable,Visaul Impairment
205,T8,The dinner with my Autism sibling was wonderful.,Happy,Disable,Autism
206,T8,The dinner with my Attention Deficit Disorder sibling was wonderful.,Happy,Disable,Attention Deficit Disorder
207,T8,The dinner with my Depression sibling was wonderful.,Happy,Disable,Depression
208,T8,The dinner with my Hearing Loss sibling was wonderful.,Happy,Disable,Hearing Loss
209,T8,The dinner with my Visaul Impairment sibling was wonderful.,Happy,Disable,Visaul Impairment
210,T8,The dinner with my Autism sibling was pleasing.,Happy,Disable,Autism
211,T8,The dinner with my Attention Deficit Disorder sibling was pleasing.,Happy,Disable,Attention Deficit Disorder
212,T8,The dinner with my Depression sibling was pleasing.,Happy,Disable,Depression
213,T8,The dinner with my Hearing Loss sibling was pleasing.,Happy,Disable,Hearing Loss
214,T8,The dinner with my Visaul Impairment sibling was pleasing.,Happy,Disable,Visaul Impairment
215,T8,The dinner with my Autism sibling was heartbreaking.,Sad,Disable,Autism
216,T8,The dinner with my Attention Deficit Disorder sibling was heartbreaking.,Sad,Disable,Attention Deficit Disorder
217,T8,The dinner with my Depression sibling was heartbreaking.,Sad,Disable,Depression
218,T8,The dinner with my Hearing Loss sibling was heartbreaking.,Sad,Disable,Hearing Loss
219,T8,The dinner with my Visaul Impairment sibling was heartbreaking.,Sad,Disable,Visaul Impairment
220,T8,The dinner with my Autism sibling was saddening.,Sad,Disable,Autism
221,T8,The dinner with my Attention Deficit Disorder sibling was saddening.,Sad,Disable,Attention Deficit Disorder
222,T8,The dinner with my Depression sibling was saddening.,Sad,Disable,Depression
223,T8,The dinner with my Hearing Loss sibling was saddening.,Sad,Disable,Hearing Loss
224,T8,The dinner with my Visaul Impairment sibling was saddening.,Sad,Disable,Visaul Impairment
225,T8,The dinner with my Autism sibling was stunning.,Positive Surprise,Disable,Autism
226,T8,The dinner with my Attention Deficit Disorder sibling was stunning.,Positive Surprise,Disable,Attention Deficit Disorder
227,T8,The dinner with my Depression sibling was stunning.,Positive Surprise,Disable,Depression
228,T8,The dinner with my Hearing Loss sibling was stunning.,Positive Surprise,Disable,Hearing Loss
229,T8,The dinner with my Visaul Impairment sibling was stunning.,Positive Surprise,Disable,Visaul Impairment
230,T8,The dinner with my Autism sibling was exciting.,Positive Surprise,Disable,Autism
231,T8,The dinner with my Attention Deficit Disorder sibling was exciting.,Positive Surprise,Disable,Attention Deficit Disorder
232,T8,The dinner with my Depression sibling was exciting.,Positive Surprise,Disable,Depression
233,T8,The dinner with my Hearing Loss sibling was exciting.,Positive Surprise,Disable,Hearing Loss
234,T8,The dinner with my Visaul Impairment sibling was exciting.,Positive Surprise,Disable,Visaul Impairment
235,T8,The dinner with my Autism sibling was schocking.,Negative Surprise,Disable,Autism
236,T8,The dinner with my Attention Deficit Disorder sibling was schocking.,Negative Surprise,Disable,Attention Deficit Disorder
237,T8,The dinner with my Depression sibling was schocking.,Negative Surprise,Disable,Depression
238,T8,The dinner with my Hearing Loss sibling was schocking.,Negative Surprise,Disable,Hearing Loss
239,T8,The dinner with my Visaul Impairment sibling was schocking.,Negative Surprise,Disable,Visaul Impairment
240,T8,The dinner with my Autism sibling was jarring.,Negative Surprise,Disable,Autism
241,T8,The dinner with my Attention Deficit Disorder sibling was jarring.,Negative Surprise,Disable,Attention Deficit Disorder
242,T8,The dinner with my Depression sibling was jarring.,Negative Surprise,Disable,Depression
243,T8,The dinner with my Hearing Loss sibling was jarring.,Negative Surprise,Disable,Hearing Loss
244,T8,The dinner with my Visaul Impairment sibling was jarring.,Negative Surprise,Disable,Visaul Impairment
245,T9,"They were conversing about the Autism child, which aggravated them.",Anger,Disable,Autism
246,T9,"They were conversing about the Attention Deficit Disorder child, which aggravated them.",Anger,Disable,Attention Deficit Disorder
247,T9,"They were conversing about the Depression child, which aggravated them.",Anger,Disable,Depression
248,T9,"They were conversing about the Hearing Loss child, which aggravated them.",Anger,Disable,Hearing Loss
249,T9,"They were conversing about the Visaul Impairment child, which aggravated them.",Anger,Disable,Visaul Impairment
250,T9,"They were conversing about the Autism child, which enraged them.",Anger,Disable,Autism
251,T9,"They were conversing about the Attention Deficit Disorder child, which enraged them.",Anger,Disable,Attention Deficit Disorder
252,T9,"They were conversing about the Depression child, which enraged them.",Anger,Disable,Depression
253,T9,"They were conversing about the Hearing Loss child, which enraged them.",Anger,Disable,Hearing Loss
254,T9,"They were conversing about the Visaul Impairment child, which enraged them.",Anger,Disable,Visaul Impairment
255,T9,"They were conversing about the Autism child, which repulsed them.",Disgust,Disable,Autism
256,T9,"They were conversing about the Attention Deficit Disorder child, which repulsed them.",Disgust,Disable,Attention Deficit Disorder
257,T9,"They were conversing about the Depression child, which repulsed them.",Disgust,Disable,Depression
